,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
890,La Fonda del Port Olimpic,,,4.0,,"Moll de Gregal, 7-10","Moll de Gregal, 08071 Barcelona, Spain",41.3881704,2.2008832
891,Arroz Hofmann,,€20 - €45,4.0,,"Passeig de Sant Joan, 36","Passeig de Sant Joan, 36, 08009 Barcelona, Spain",41.3932996,2.1781334
892,Gustos Bcn Comtal,,€10 - €20,4.0,,Calle Comtal 11,"Carrer Comtal, 08110 Montcada i Reixac, Spain",41.4720573,2.1854681
893,Piras Braseria,,€9 - €18,4.0,,C/ montseny 10,"Montseny, Carrer de Mallorca, 498, 8025 Barcelona, Spain",41.4070642,2.1804416
894,La Catrina de Barcelona,,,4.5,,Sardenya 196,"Sardenya, Carrer de Sardenya, 08088 Barcelona, Spain",41.4036868,2.1730622
895,Nonna Maria,,€9 - €37,4.5,,"Avenida Sarria, 50","Av Sarrià, Carrer de la Caravel·la La Niña, 08021 Barcelona, Spain",41.3914151,2.1327646
896,Barra Alta,,"Mediterranean, Spanish, Catalan",4.5,,"Carrer de Laforja, 11","Carrer de Laforja, 08006 Barcelona, Spain",41.4003898,2.151314
897,Enrique Tomas,,"Mediterranean, Diner, Spanish, Deli",4.0,,"Carrer De Pelai, 18","Carrer de Pelai, 08007 Barcelona, Spain",41.3858325,2.1658113
898,Nou Celler,,€22 - €58,4.0,,Princesa 16,"Nou Celler, Carrer de la Princesa, 16, CP 08003 Barcelona, Spain",41.384978,2.1801374
899,Merendero de la Mari,,"Seafood, Mediterranean, European, Spanish, Soups, Catalan",3.5,,Placa Pau Vila 1 Port Vell,"Port Vell, Catalonia, Spain",41.37742,2.18147
900,Fratelli la Bufala,,€15 - €30,4.0,,"Pau Claris, 72","Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
901,Bar Celta,,"Seafood, Spanish, Mediterranean",4.0,,"Carrer de la Princesa, 50","Bar Celta Pulperia, Carrer de la Princesa, 50, 08003 Barcelona, Spain",41.3866752,2.1823685
902,Marina Port Vell Restaurant,,,4.0,,"Moll de la Barceloneta, 1","Moll de la Barceloneta, la Barceloneta, Barcelona, Catalonia, Spain",41.3790732,2.1871941
903,Galu,,€10 - €30,4.5,,Carrer del Rossello 290,"Ferreteria Diagonal, Carrer del Rosselló, 290, 08009 Barcelona, Spain",41.3996133,2.1658632
904,Restaurante Out of India,,€7 - €25,4.5,,"Carrer de Bejar, 97","Carrer de Béjar, 08014 Barcelona, Spain",41.3774528,2.1450484
905,Parellada,,"Mediterranean, European, Spanish, Catalan",4.0,,C/Argenteria 37,"Argenteria, Carrer de l'Argenteria, CP 08003 Barcelona, Spain",41.3837836,2.1799953
906,Memorias de China,,"Chinese, Asian",4.0,,Carrer de Lincoln 17,"Carrer de Lincoln, 17, 08006 Barcelona, Spain",41.4004506,2.1499322
907,Safra 18,,"Mediterranean, European, Spanish",4.0,,Carrer Ample 18,"Safrà 18, Carrer Ample, 18, 08002 Barcelona, Spain",41.3799813,2.1797259
908,Gula Bar,,€20 - €35,4.5,,"Carrer del Dr. Rizal, 20","carrer del Doctor Rizal, 20, 08006 Barcelona, Spain",41.3974164,2.1557467
909,A CASA MIA da Gigi e Danilo,,"Italian, Gastropub, Cafe, Pub, Wine Bar",5.0,,Calle de Salva 41,"Carrer de Salvà, 08001 Barcelona, Spain",41.3747833,2.1668119
910,Can Travi Nou,,,4.0,,C/Jorge Manrique S/N,"Catalonia, Spain",41.66667,2.0
911,Las Planchitas - Taqueria Mexicana,,€15 - €20,5.0,,Calle Enrique Granados,"Catalonia, Spain",41.66667,2.0
912,El Filete Ruso,,American,4.0,,"C/ Enric Granados, 95","Av. Rius i Taulet, Enric Granados, Avinguda de Rius i Taulet, 08172 Sant Cugat del Vallès, Spain",41.4720436,2.0814069
913,La Terreta,,€5 - €10,4.5,,travessia de Sant Antoni 11,"La Terreta, Travessia de Sant Antoni, 11, 08012 Barcelona, Spain",41.4023666,2.1543469
914,Juice Dudes,,€6 - €13,5.0,,"Avinguda Meridiana, 1","Avinguda Meridiana, 0805 Barcelona, Spain",41.3928018,2.1868078
915,ON SUSHI Restaurant,,€27 - €40,4.0,,Rosello 154,"Carrer del Roselló, 08303 Mataró, Spain",41.5388572,2.4250429
916,Cachitos Rambla,,,4.0,,"Rambla Catalunya, 33","Rambla de Catalunya, 08007 Barcelona, Spain",41.392756,2.1611337
917,Santa Tapa Barcelona,,€14 - €32,4.0,,Calle de la Piedad 8,"Catalonia, Spain",41.66667,2.0
918,Les Gens Que L'Aime Pub,,,4.0,,C/Valencia 286,"Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
919,ZenZoo,,Asian,4.5,,C/ Bonsucces 6,"Zenzoo, Carrer del Bonsuccés, 6, 08001 Barcelona, Spain",41.3842479,2.169911
920,Venus Delicatessen,,€5 - €15,4.0,,Carrer Avinyo 25,"Carrer Avinyó, 08650 Sallent, Spain",41.8254821,1.8956757
921,Il Piccolo Focone,,"Italian, Pizza, Mediterranean, European",4.0,,"Calle Dos de Maig, 268","Carrer Dos de Maig, 08241 Manresa, Spain",41.7269415,1.8185608
922,La Yaya Amelia,,"Mediterranean, European, Spanish, Catalan",4.0,,"Sardenya, 364","Sardenya, Carrer de Sardenya, 08088 Barcelona, Spain",41.4036868,2.1730622
923,Acero Street Flavors,,€7 - €15,5.0,,"Carrer de l'Espaseria, 10","Catalonia, Spain",41.66667,2.0
924,Nuria,,,3.5,,"Rambla de Canaletes, 133","La Rambla - Font de Canaletes, La Rambla, 08001 Barcelona, Spain",41.3853035,2.1699586
925,Casa Varela,,"Mediterranean, European, Spanish, Catalan",4.0,,"Plaza Molina, 4","Plaça Molina, Carrer de Balmes, 08006 Barcelona, Spain",41.4013354,2.1474414
926,Orio  Born,,€20 - €40,4.0,,"Avinguda de Francesc Cambo, 23","Orio, Avinguda de Francesc Cambó, 23, 08003 Barcelona, Spain",41.3865777,2.1778235
927,Vapiano,,"Italian, Pizza, European",4.5,,Gran Via De Les Corts Catalanes 630,"Gran Via de les Corts Catalanes, 630, 08007 Barcelona, Spain",41.3886756,2.1677037
928,Blau BCN,,"Mediterranean, European, Spanish, Catalan",4.0,,"Calle Londres, 89","Carrer Londres, 08400 Granollers, Spain",41.5965593,2.2792652
929,La Capital,,€6 - €9,4.5,,C/Floridablanca,"Floridablanca, carrer de Floridablanca, 08914 Badalona, Spain",41.4408541,2.2255462
930,Can Pizza,,"Italian, Pizza",4.5,,"Passatge SImo, 21","Can Pizza, Passatge de Simó, 21, 8025 Barcelona, Spain",41.4047603,2.1735698
931,Chicha Limona,,€15 - €30,4.0,,Passeig de Sant Joan 80,"Chichalimona, Passeig de Sant Joan, 80, 08013 Barcelona, Spain",41.3974267,2.1726187
932,DooBop Comfort Food,,€5 - €15,4.5,,Celle Sardenya 48,"Catalonia, Spain",41.66667,2.0
933,El Pi Restaurant,,"Japanese, Sushi, Asian",4.0,,Avinguda Madrid 95,"Avenida Madrid, Carrer de Lluçà, 08014 Barcelona, Spain",41.380869,2.1312591
934,Ceviche 103,,€16 - €40,4.0,,"Carrer de Londres, 103","Ceviche 103, Carrer de Londres, 103, 08036 Barcelona, Spain",41.3936443,2.1508364
935,Thai Gracia,,€25 - €30,4.0,,Corsega 381,"Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
936,99 Sushi Bar Barcelona,,"Japanese, Sushi, Asian",4.0,,"Carrer del Tenor Vinas, 4","Carrer del Tenor Viñas, 4, 08021 Barcelona, Spain",41.3946301,2.1422323
937,Restaurante El Mall,,,4.0,,"Avenida Rius i Taulet, 1-3","Av. Rius i Taulet, Enric Granados, Avinguda de Rius i Taulet, 08172 Sant Cugat del Vallès, Spain",41.4720436,2.0814069
938,Chen Ji,,"Chinese, Asian",4.0,,Ali Bei 65,"Ali Bei, Carrer d'Alí Bei, 08010 Barcelona, Spain",41.3917815,2.1783232
939,Mucci’s,,"Pizza, Argentinean",4.0,,"Carrer dels Tallers, 75","Carrer dels Tallers, 080007 Barcelona, Spain",41.3851075,2.1652662
940,La Xarxa,,"Mediterranean, Spanish",4.5,,"Via Augusta, 115","Via Augusta, 115, 08006 Barcelona, Spain",41.4006741,2.1463356
941,Broders,,€7 - €15,4.5,,Carrer Corsega 232,"Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
942,La Heladeria Mexicana,,€5 - €9,4.5,,"Calle Mestranca, 49","Carrer de la Mestrança, 08 Barcelona, Spain",41.3774975,2.1901532
943,Atabalats Gastrobar,,€10 - €25,4.5,,Calle Providencia 99,"Carrer Providència, 08830 Sant Boi de Llobregat, Spain",41.3493983,2.029674
944,La Xula Taperia,,,4.0,,Calle Mare de Deu dels Desemparats 18,"Mare de Déu dels Desemparats, Carrer de Mossèn Jaume Busquet, 08094 l'Hospitalet de Llobregat, Spain",41.3705729,2.1226143
945,Inmortales,,€18 - €32,4.0,,"Carrer de Sagues, 25","Catalonia, Spain",41.66667,2.0
946,Lee,,€9 - €19,4.5,,"Carrer Diputacio, 88","Carrer Diputacio, 08780 el Papiol, Spain",41.4399999,2.0118282
947,Restaurante Mordisco,,,4.0,,"Passatge de la Concepcio, 10","Mordisco, Passatge de la Concepció, 10, 08008 Barcelona, Spain",41.3946552,2.1599659
948,Hotel Colon Terraza,,"Spanish, European",4.5,,"Avenida Catedral, 7","Catedral, Carrer dels Capellans, 08002 Barcelona, Spain",41.3848099,2.1751096
949,Estel De Sant Pau,,€5 - €25,4.5,,"Sant Antoni Maria Claret, 157","Catalonia, Spain",41.66667,2.0
950,La Masia,,"Bar, European, Spanish, Mediterranean",4.0,,"Carrer d'Elisabets, 16","Carrer d'Elisabets, 08001 Barcelona, Spain",41.3829228,2.1678791
951,Bistrot Levante,,,4.5,,Placeta de Manuel Ribe 1,"Placeta de Manuel Ribé, 1, 08002 Barcelona, Spain",41.3826757,2.1755155
952,Restaurant Sedna,,€18 - €35,4.0,,"Paseo Colon, 5","Colón, Carrer d'en Font, 2, 08201 Sabadell, Spain",41.5469911,2.1055757
953,THAI ZAAP Restaurant,,€10 - €30,4.5,,"C/Viladomat, 131","Viladomat, Plaça de l'Ajuntament, 08698 la Nou de Berguedà, Spain",42.1671835,1.884449
954,La Vietnamita Born,,€5 - €15,4.0,,"Carrer Comerc, 17","Carrer Comerç, Sant Martí de Tous, Spain",41.5638723,1.5224044
955,Terraza Sweet,,"Bar, Mediterranean, European, Spanish",4.0,,Muelle de Espana s/n,"Catalonia, Spain",41.66667,2.0
956,Mosquito,,,4.0,,"Carders, 46","Carrer dels Carders, 08204 Sabadell, Spain",41.5282016,2.1129728
957,Red Ant Noodle Bar,,"Japanese, Asian, Thai, Vietnamese",4.0,,"C/ Tiradors, 3-5","Carrer dels Tiradors, 3-5, 08003 Barcelona, Spain",41.3879762,2.1809766
958,filferro,,"Mediterranean, European, Spanish, Bar, Pub",4.0,,sant Carles 29,"Sant Carles, Galeries Sant Carles, 08401 Granollers, Spain",41.6084569,2.285578
959,Las Cuatro Encinas,,€12 - €18,4.5,,"Carrer de Casp, 28","Hostal Amra, Carrer de Casp, 28, 08010 Barcelona, Spain",41.3897935,2.1714962
960,Idillic,,€5 - €13,5.0,,"C/ Muntaner, 32","el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
961,Bar Can Sergi,,€5 - €15,5.0,,Camelies 79,"Carrer de les Camèlies, 79, 08024 Barcelona, Spain",41.4136365,2.1636144
962,La Cantina Mexicana,,€15 - €35,4.0,,Carrer de Valencia 427,"Carrer de València, 427, 08013 Barcelona, Spain",41.4021696,2.1757582
963,Viduca,,"Mediterranean, Spanish, European",4.5,,"Calle Elisi, 13","Carrer de Tarragona, Elisi, 8015 Barcelona, Spain",41.3786085,2.1447693
964,A estrela Galega,,"Seafood, Spanish",4.5,,Rosalia de Castro 26,"Rosalia de Castro, Avinguda del Torrent Gornal, 08991 l'Hospitalet de Llobregat, Spain",41.3680993,2.116853
965,Rabipelao Raval Arepas and Tropical Cocktails,,€4 - €10,4.5,,"C/ Riera Alta, 50","la Riera, Catalonia, Spain",41.3883575,1.7244068
966,Casa Angelita,,€18 - €55,4.0,,"Lorena, 20 Local 7","Carrer de Lorena, 08016 Barcelona, Spain",41.4374799,2.1721854
967,La Mostra,,"Mediterranean, Spanish",4.5,,"Carrer De La Riera De Sant Miquel, 13","Carrer de la Riera de Sant Miquel, 08012 Barcelona, Spain",41.3980074,2.1563573
968,Bona Burguer,,€3 - €10,4.5,,"Calle Mallorca, 535","Carrer Mallorca, 08110 Montcada i Reixac, Spain",41.4936096,2.1863173
969,Vitali Pizza,,€9 - €20,4.5,,"Taxdirt, 13","Carrer de Taxdirt, 08025 Barcelona, Spain",41.4099236,2.167311
970,La Brochette,,€10 - €35,4.5,,Calle Muntaner 215,"Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
971,La Neura,,"Bar, European, Spanish, Mediterranean",4.0,,"Carrer Bailen, 159","Carrer Bailen, 08402 la Roca del Vallès, Spain",41.6030546,2.3012683
972,Restaurant Namaste,,€15 - €25,4.0,,"C/ Villaroel, 70","Carrer de Villaroel, 08490 Tordera, Spain",41.7157918,2.6873912
973,Chivuo's Slow Street Food & Craft Beer,,€7 - €15,4.5,,Carrer de Valencia 204,"Albarakah, Carrer de València, 204, 08088 Barcelona, Spain",41.388556,2.158145
974,Samsara,,"Mediterranean, European, Spanish, International, Fusion",4.0,,"Terol, 6","Terol, Avinguda de l'Estatut, 08191 Rubí, Spain",41.4861329,2.0402532
975,Xips & Saladz,,€8 - €16,4.5,,"Salvador Espriu, 61","Salvador Espriu, 08173 Sant Cugat del Vallès, Spain",41.4799827,2.0877754
976,Vermuteria Casa Fausto,,€10 - €30,4.5,,Calle Muntaner 233,"Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
977,Salt Restaurant & Beach Club,,,4.0,,"Passeig Mare Nostrum, 19-21","Passeig Mare Nostrum, Pez Vela Chiringuito, 19-21, 08039 Barcelona, Spain",41.3691463,2.1899766
978,Alsur Cafe & Backdoor Bar,,€4 - €12,4.5,,Ribera 18,"CP 08003 Barcelona, Spain",41.3848426,2.1828745
979,Braseria El Glop,,€20 - €30,4.0,,"Casp, 21","El Glop, Carrer de Casp, 21, 08010 Barcelona, Spain",41.3894471,2.1706178
980,Metric Market,,€10 - €30,4.0,,"Avenida Diagonal, 505","Avinguda Diagonal, 505, 08021 Barcelona, Spain",41.3914654,2.1417489
981,All You Eat Is Love,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,,Carrer de la Marina 52,"Carrer de la Marina, 52, 08005 Barcelona, Spain",41.3916728,2.1914402
982,La Bodegueta Provenca,,,4.0,,Carrer de Provenca 233,"Forn de pa Boldú, Carrer de Provença, 233, 08008 Barcelona, Spain",41.3933645,2.159469
983,Sun Taka,,€13 - €50,4.5,,"Calle Bruc,146","Carrer Bruc, 08600 Berga, Spain",42.0969144,1.8390387
984,La Vermuterie,,€15 - €25,4.0,,C/ Muntaner 212,"el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
985,Restaurante Oliveta,,"Mediterranean, Spanish, European",4.5,,"Poeta Cabanyes, 18","Carrer del Poeta Cabanyes, 08880 Cubelles, Spain",41.2048774,1.6725328
986,Hideout Burger,,€5 - €13,5.0,,Carrer del Consell de Cent 242,"Carrer del Consell de Cent, 242-244, 080009 Barcelona, Spain",41.3867028,2.160467
987,Monocrom,,"Lunch, Dinner",4.5,,"Placa de Cardona, 4","Plaça de Cardona, Barcelona, Spain",41.3980307,2.1482967
988,O' Principe,,"Italian, Pizza, Mediterranean, European",4.0,,Carrer de Pujades 209,"O Principe, Carrer de Pujades, 209, 08005 Barcelona, Spain",41.4032667,2.2025276
989,La Timpa,,,5.0,,Nou de la Rambla,"Nou de la Rambla, Avinguda del Paral·lel, 08001 Barcelona, Spain",41.3750759,2.1702821
990,Restaurante El Caseron,,€10 - €40,4.5,,Berlin 71,"Berlín, Carrer de Berlín, 55, 59, 08029 Barcelona, Spain",41.3834874,2.1392727
991,Tapes Barcelona,,,4.0,,Carrer Ample 46,"Bollocks, Carrer Ample, 46, 08002 Barcelona, Spain",41.3810509,2.1805139
992,Barestaurant L'Univers,,,4.0,,"Avinguda Francesc Cambo, 16","Francesc Cambó, Santa Eulàlia, 08004 Barcelona, Spain",41.3540164,2.1558561
993,Taller de Tapas - Rambla Catalunya,,,4.0,,Rambla Catalunya 49,"Rambla de Catalunya, 08007 Barcelona, Spain",41.392756,2.1611337
994,Ginger,,€10 - €20,4.5,,"C/Palma de Sant Just, 1. C/Lledo, 2.","Catalonia, Spain",41.66667,2.0
995,Resolis,,€10 - €20,4.5,,Calle Riera Baixa 22,"LA RIERA, Avinguda d'Apel·les Mestres, 08820 el Prat de Llobregat, Spain",41.3238149,2.0831569
996,MANDUCA Healthy Corner,,€2 - €20,5.0,,"Carrer de Freixures, 7","Catalonia, Spain",41.66667,2.0
997,Konig Barcelona Centro,,€7 - €18,4.0,,"Rambla Catalunya, 5","Rambla de Catalunya, 08007 Barcelona, Spain",41.392756,2.1611337
998,Kurz & Gut,,,4.0,,Avenida Gaudi 5,"Avinguda d'en Gaudí, Mediona, Spain",41.4770176,1.6091548
999,Lomo Alto,,"Steakhouse, Barbecue, European, Spanish",4.0,,c/Aragon 283-285,"Arxiu de la Corona d'Aragó, Carrer de la Marina, 0805 Barcelona, Spain",41.3947373,2.1860613
